date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2018-01-24,0,0,0,0,0,0,100,0,0,100,100,100,100,0,100,0,100,0,100,0,0,0,100,0,100,100,0,100,0
2018-01-25,0,0,0,0,0,0,100,0,0,100,100,100,100,0,100,0,100,0,100,0,0,0,100,0,100,100,0,100,0
2018-01-26,0,0,0,0,0,0,100,0,0,100,100,100,100,0,100,0,100,0,100,0,0,0,100,0,100,100,0,100,0
2018-01-29,0,0,0,0,0,0,100,0,0,100,100,100,100,0,100,0,100,0,100,0,0,0,100,0,100,100,0,100,0
2018-01-30,0,0,0,0,0,0,100,0,0,100,100,100,100,0,100,0,100,0,100,0,0,0,100,0,100,100,0,100,0
2018-01-31,0,0,0,0,0,0,100,0,0,100,100,100,100,0,100,0,100,0,100,0,0,0,100,0,100,100,0,100,0
2018-02-01,0,0,0,0,0,0,100,0,0,100,0,100,100,0,100,0,100,0,1,0,0,0,2,0,0,0,0,100,0
2018-02-02,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-05,0,0,0,0,0,0,-600,0,0,-700,-600,-700,-700,0,-729,0,-700,0,-601,0,0,0,-602,0,-600,-600,0,-700,0
2018-02-06,0,0,0,0,0,0,100,0,0,100,100,100,100,0,100,0,100,0,100,0,0,0,100,0,100,100,0,100,0
2018-02-07,0,0,0,0,0,0,100,0,0,100,100,100,100,0,100,0,100,0,100,0,0,0,100,0,100,100,0,100,0
2018-02-08,0,0,0,0,0,0,100,0,0,100,100,100,100,0,100,0,100,0,100,0,0,0,100,0,100,100,0,100,0
2018-02-09,0,0,0,0,0,0,100,0,0,100,100,100,100,0,100,0,100,0,100,0,0,0,100,0,100,100,0,100,0
2018-02-12,0,0,0,0,0,0,100,0,0,100,100,100,100,0,100,0,100,0,100,0,0,0,100,0,100,100,0,100,0
2018-02-13,0,0,0,0,0,0,100,0,0,100,100,100,100,0,100,0,100,0,100,0,0,0,100,0,100,100,0,100,0
2018-02-14,0,0,0,0,0,0,0,0,0,100,0,100,100,0,100,0,1,0,0,0,0,0,0,0,0,0,0,98,0
2018-02-15,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2018-02-16,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-02-20,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-21,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-02-22,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-02-23,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
